Facies,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,FaciesLabels
8,15_9_F,2834.0,67.73100000000001,0.7944183309999999,-2.8,10.5,3.6910000000000003,2,0.235,PS
2,15_9_F,2837.0,78.04899999999999,0.618884485,-12.1,21.45,2.608,2,0.147,CSiS
2,15_9_F,2837.5,75.925,0.631545228,-6.9,19.25,2.826,2,0.132,CSiS
3,15_9_F,2838.0,77.553,0.666424373,-8.4,22.6,2.84,2,0.11800000000000001,FSiS
2,15_9_F,2838.5,71.921,0.7109631190000001,-6.1,23.35,2.8989999999999996,2,0.10300000000000001,CSiS
3,15_9_F,2839.0,61.93899999999999,0.745230985,-6.5,22.85,2.917,2,0.08800000000000001,FSiS
3,15_9_F,2839.5,51.986999999999995,0.765668555,-3.8,18.7,3.022,2,0.07400000000000001,FSiS
3,15_9_F,2840.0,41.019,0.772761647,1.1,13.45,3.298,2,0.059000000000000004,FSiS
8,15_9_F,2840.5,34.314,0.775537635,3.1,9.25,3.5210000000000004,2,0.044000000000000004,PS
8,15_9_F,2841.0,36.958,0.782615932,5.0,7.1,3.59,2,0.028999999999999998,PS
8,15_9_F,2841.5,40.571999999999996,0.793650718,6.8,7.3,3.5180000000000002,2,0.015,PS
2,15_9_G,2853.5,106.81299999999999,0.5329999999999999,9.339,15.222000000000001,3.5,1,1.0,CSiS
3,15_9_G,2854.0,100.93799999999999,0.542,8.857000000000001,15.312999999999999,3.4160000000000004,1,0.977,FSiS
3,15_9_G,2854.5,94.375,0.5529999999999999,7.097,14.583,3.195,1,0.955,FSiS
3,15_9_G,2855.0,89.81299999999999,0.5539999999999999,7.081,14.11,2.963,1,0.932,FSiS
3,15_9_G,2855.5,91.56299999999999,0.56,6.733,13.189,2.9789999999999996,1,0.909,FSiS
3,15_9_G,2856.0,87.18799999999999,0.5670000000000001,6.577999999999999,12.806,3.16,1,0.8859999999999999,FSiS
3,15_9_G,2856.5,84.18799999999999,0.569,5.569,12.253,3.2230000000000003,1,0.8640000000000001,FSiS
3,15_9_G,2857.0,84.625,0.5670000000000001,4.861000000000001,12.229000000000001,3.361,1,0.841,FSiS
3,15_9_G,2857.5,90.31299999999999,0.581,5.6339999999999995,13.458,3.395,1,0.818,FSiS
3,15_9_G,2858.0,91.56299999999999,0.578,6.443,17.922,3.076,1,0.795,FSiS
3,15_9_G,2858.5,85.625,0.56,6.897,19.177,3.135,1,0.773,FSiS
3,15_9_G,2859.0,74.188,0.5329999999999999,4.6339999999999995,17.827,3.002,1,0.75,FSiS
3,15_9_G,2859.5,65.875,0.499,3.571,13.225999999999999,3.16,1,0.727,FSiS
3,15_9_G,2860.0,63.625,0.467,2.563,13.013,2.773,1,0.705,FSiS
3,15_9_G,2860.5,65.375,0.46,3.9219999999999997,13.46,2.541,1,0.682,FSiS
2,15_9_G,2861.0,65.813,0.45299999999999996,3.145,14.97,2.512,1,0.659,CSiS
2,15_9_G,2861.5,64.5,0.441,3.31,15.245,2.6660000000000004,1,0.636,CSiS
2,15_9_G,2862.0,65.313,0.426,2.439,14.602,2.807,1,0.614,CSiS
2,15_9_G,2862.5,67.063,0.415,2.877,14.017000000000001,2.9410000000000003,1,0.591,CSiS
2,15_9_G,2863.0,70.25,0.401,2.333,13.585,2.9810000000000003,1,0.568,CSiS
2,15_9_G,2863.5,72.125,0.38299999999999995,1.926,13.405999999999999,3.0780000000000003,1,0.545,CSiS
2,15_9_G,2864.0,79.563,0.35700000000000004,2.1519999999999997,14.205,3.17,1,0.523,CSiS
2,15_9_G,2864.5,80.563,0.332,3.0780000000000003,16.844,3.1069999999999998,1,0.5,CSiS
2,15_9_G,2865.0,75.813,0.31,5.733,18.242,3.012,1,0.47700000000000004,CSiS
2,15_9_G,2865.5,65.625,0.295,6.937,19.674,3.014,1,0.455,CSiS
2,15_9_G,2866.0,57.25,0.293,7.76,19.584,2.971,1,0.43200000000000005,CSiS
2,15_9_G,2866.5,59.625,0.292,6.294,19.487000000000002,2.947,1,0.409,CSiS
2,15_9_G,2867.0,62.0,0.293,5.391,18.584,2.787,1,0.386,CSiS
2,15_9_G,2867.5,68.438,0.307,4.007,17.428,2.807,1,0.364,CSiS
2,15_9_G,2868.0,71.063,0.33299999999999996,3.218,16.410999999999998,2.838,1,0.341,CSiS
2,15_9_G,2868.5,71.188,0.371,2.909,14.962,2.844,1,0.318,CSiS
2,15_9_G,2869.0,70.938,0.419,2.838,13.177,2.76,1,0.295,CSiS
2,15_9_G,2869.5,66.813,0.46299999999999997,2.855,12.282,2.58,1,0.273,CSiS
2,15_9_G,2870.0,69.875,0.493,2.702,11.556,2.7030000000000003,1,0.25,CSiS
2,15_9_G,2870.5,73.188,0.5,3.0260000000000002,11.769,2.795,1,0.22699999999999998,CSiS
2,15_9_G,2871.0,81.0,0.486,3.352,12.322000000000001,2.938,1,0.205,CSiS
2,15_9_G,2871.5,82.18799999999999,0.457,3.945,13.144,2.6910000000000003,1,0.182,CSiS
2,15_9_G,2872.0,82.06299999999999,0.42100000000000004,5.444,15.21,2.654,1,0.159,CSiS
2,15_9_G,2872.5,77.375,0.38,6.5920000000000005,16.358,2.75,1,0.136,CSiS
3,15_9_G,2873.0,74.75,0.341,6.672000000000001,16.326,2.891,1,0.114,FSiS
5,15_9_G,2873.5,73.688,0.31,6.614,17.409000000000002,2.9219999999999997,1,0.091,MS
5,15_9_G,2874.0,76.25,0.295,7.122999999999999,19.977,2.9810000000000003,1,0.068,MS
2,15_9_G,2874.5,73.938,0.301,10.693,21.143,3.065,1,0.045,CSiS
3,15_9_G,2875.0,75.5,0.32299999999999995,8.346,20.17,3.133,1,0.023,FSiS
5,15_9_G,2875.5,77.938,0.35,5.702999999999999,16.27,3.32,2,1.0,MS
5,15_9_G,2876.0,85.75,0.384,1.07,13.579,3.662,2,0.983,MS
5,15_9_G,2876.5,81.875,0.43799999999999994,0.9690000000000001,9.822000000000001,4.394,2,0.966,MS
8,15_9_G,2877.0,75.125,0.518,1.062,7.629,4.562,2,0.948,PS
8,15_9_G,2877.5,73.375,0.614,0.67,6.898,4.894,2,0.9309999999999999,PS
8,15_9_G,2878.0,79.938,0.696,0.442,6.442,5.121,2,0.914,PS
8,15_9_G,2878.5,89.5,0.7490000000000001,0.54,6.54,5.098,2,0.897,PS
6,15_9_G,2879.0,85.81299999999999,0.767,1.25,6.905,5.008,2,0.879,WS
6,15_9_G,2879.5,75.563,0.7509999999999999,2.104,7.075,4.695,2,0.862,WS
5,15_9_G,2880.0,60.156000000000006,0.7240000000000001,2.47,8.125,4.359,2,0.845,MS
5,15_9_G,2880.5,55.938,0.703,2.639,9.324,3.91,2,0.828,MS
6,15_9_G,2881.0,55.063,0.685,2.932,10.984000000000002,3.4610000000000003,2,0.81,WS
4,15_9_G,2881.5,58.843999999999994,0.6579999999999999,4.265,11.75,3.4339999999999997,2,0.7929999999999999,SiSh
4,15_9_G,2882.0,55.906000000000006,0.622,4.477,11.734000000000002,3.4730000000000003,2,0.7759999999999999,SiSh
4,15_9_G,2882.5,54.781000000000006,0.5760000000000001,3.5580000000000003,11.383,3.412,2,0.759,SiSh
4,15_9_G,2883.0,56.375,0.53,2.147,10.89,3.5269999999999997,2,0.741,SiSh
6,15_9_G,2883.5,65.125,0.498,2.5869999999999997,11.329,3.424,2,0.7240000000000001,WS
6,15_9_G,2884.0,67.813,0.48700000000000004,5.048,12.872,3.4410000000000003,2,0.7070000000000001,WS
4,15_9_G,2884.5,64.938,0.495,7.595,14.28,3.201,2,0.69,SiSh
7,15_9_G,2885.0,58.5,0.511,9.249,16.044,3.19,2,0.672,D
7,15_9_G,2885.5,61.313,0.523,8.082,15.110999999999999,3.2439999999999998,2,0.655,D
7,15_9_G,2886.0,80.563,0.529,6.129,13.842,3.67,2,0.638,D
7,15_9_G,2886.5,104.43799999999999,0.54,4.2330000000000005,11.49,4.227,2,0.621,D
8,15_9_G,2887.0,116.5,0.5660000000000001,2.6860000000000004,11.084000000000001,4.742,2,0.603,PS
8,15_9_G,2887.5,110.875,0.612,1.6669999999999998,10.638,4.867,2,0.586,PS
8,15_9_G,2888.0,109.31299999999999,0.664,0.755,10.866,4.891,2,0.569,PS
8,15_9_G,2888.5,108.31299999999999,0.7040000000000001,0.975,10.402000000000001,5.223,2,0.552,PS
6,15_9_G,2889.0,111.68799999999999,0.727,1.09,10.628,5.059,2,0.534,WS
6,15_9_G,2889.5,100.06299999999999,0.733,1.139,9.993,5.257999999999999,2,0.517,WS
6,15_9_G,2890.0,100.06299999999999,0.733,1.139,9.993,5.257999999999999,2,0.517,WS
8,15_9_G,2890.5,95.0,0.73,1.311,9.48,5.246,2,0.5,PS
8,15_9_G,2891.0,80.563,0.72,1.565,8.933,5.4879999999999995,2,0.483,PS
6,15_9_G,2891.5,63.031000000000006,0.7,1.23,8.487,5.8629999999999995,2,0.466,WS
6,15_9_G,2892.0,43.813,0.667,0.7020000000000001,8.527000000000001,5.715,2,0.44799999999999995,WS
8,15_9_G,2892.5,33.625,0.628,0.043,8.551,5.848,2,0.431,PS
8,15_9_G,2893.0,29.656,0.591,0.47200000000000003,9.097999999999999,5.187,2,0.414,PS
6,15_9_G,2893.5,26.719,0.5589999999999999,0.413,10.524000000000001,5.047,2,0.397,WS
6,15_9_G,2894.0,22.641,0.531,1.692,11.687000000000001,4.75,2,0.379,WS
8,15_9_G,2894.5,20.953000000000003,0.5,1.298,12.667,4.797,2,0.36200000000000004,PS
8,15_9_G,2895.0,22.561999999999998,0.47,0.924,12.748,4.852,2,0.345,PS
8,15_9_G,2895.5,24.406,0.441,-0.136,12.49,4.914,2,0.32799999999999996,PS
8,15_9_G,2896.0,24.875,0.418,0.299,12.005999999999998,5.07,2,0.31,PS
8,15_9_G,2896.5,25.078000000000003,0.40700000000000003,0.616,11.64,4.996,2,0.293,PS
8,15_9_G,2897.0,24.421999999999997,0.408,0.018000000000000002,12.872,4.785,2,0.276,PS
8,15_9_G,2897.5,27.781,0.415,-0.731,13.719000000000001,4.699,2,0.259,PS
8,15_9_G,2898.0,29.734,0.429,-0.414,14.037,4.914,2,0.24100000000000002,PS
8,15_9_G,2898.5,39.656,0.446,0.486,12.649000000000001,4.953,2,0.22399999999999998,PS
8,15_9_G,2899.0,48.75,0.462,1.505,11.727,4.492,2,0.207,PS
8,15_9_G,2899.5,52.406000000000006,0.486,1.367,11.133,3.815,2,0.19,PS
6,15_9_G,2900.0,50.188,0.522,1.325,10.98,3.693,2,0.172,WS
5,15_9_G,2900.5,54.906000000000006,0.5670000000000001,1.359,10.213,3.58,2,0.155,MS
8,15_9_G,2901.0,68.063,0.625,2.214,9.7,3.863,2,0.138,PS
6,15_9_G,2901.5,79.813,0.7020000000000001,3.406,9.289,3.8710000000000004,2,0.121,WS
4,15_9_G,2902.0,88.5,0.764,5.345,9.743,4.004,2,0.10300000000000001,SiSh
4,15_9_G,2902.5,85.18799999999999,0.799,5.84,10.127,3.775,2,0.086,SiSh
4,15_9_G,2903.0,74.188,0.795,4.279,8.905,4.148,2,0.069,SiSh
4,15_9_G,2903.5,74.188,0.795,4.279,8.905,4.148,2,0.069,SiSh
5,15_9_G,2904.0,55.406000000000006,0.7390000000000001,2.334,6.504,4.258,2,0.052000000000000005,MS
6,15_9_G,2904.5,47.875,0.6759999999999999,0.446,4.388,4.797,2,0.034,WS
8,15_9_G,2905.0,58.218999999999994,0.667,1.984,5.926,4.113,2,0.017,PS
8,15_9_G,2905.5,79.25,0.6709999999999999,1.088,17.369,3.49,1,1.0,PS
3,15_9_G,2906.0,93.125,0.664,0.0,27.246,3.057,1,0.971,FSiS
3,15_9_G,2906.5,94.25,0.649,1.395,27.267,2.682,1,0.941,FSiS
3,15_9_G,2907.0,84.875,0.612,0.8079999999999999,20.627,3.076,1,0.912,FSiS
3,15_9_G,2907.5,77.125,0.568,2.991,14.587,3.299,1,0.882,FSiS
3,15_9_G,2908.0,70.563,0.568,4.263,13.462,3.611,1,0.853,FSiS
3,15_9_G,2908.5,61.813,0.581,5.689,12.719000000000001,3.2560000000000002,1,0.8240000000000001,FSiS
2,15_9_G,2909.0,62.188,0.581,5.641,12.67,3.3539999999999996,1,0.794,CSiS
2,15_9_G,2909.5,62.563,0.569,5.791,11.446,3.25,1,0.765,CSiS
2,15_9_G,2910.0,74.5,0.555,5.529,11.073,3.342,1,0.735,CSiS
2,15_9_G,2910.5,84.625,0.5329999999999999,5.446000000000001,13.499,3.15,1,0.706,CSiS
3,15_9_G,2911.0,94.25,0.525,4.813,17.55,3.029,1,0.6759999999999999,FSiS
3,15_9_G,2911.5,101.0,0.531,6.428999999999999,21.451999999999998,2.844,1,0.647,FSiS
3,15_9_G,2912.0,97.75,0.54,5.7589999999999995,23.636,2.75,1,0.618,FSiS
3,15_9_G,2912.5,90.06299999999999,0.551,5.239,21.519000000000002,2.699,1,0.588,FSiS
2,15_9_G,2913.0,79.625,0.573,3.4989999999999997,17.839000000000002,2.885,1,0.5589999999999999,CSiS
2,15_9_G,2913.5,73.813,0.601,4.323,12.376,3.262,1,0.529,CSiS
2,15_9_G,2914.0,77.438,0.636,4.629,9.482999999999999,3.418,1,0.5,CSiS
2,15_9_G,2914.5,72.625,0.6809999999999999,3.464,7.522,3.373,1,0.47100000000000003,CSiS
2,15_9_G,2915.0,69.813,0.716,2.4219999999999997,7.393,3.2319999999999998,1,0.441,CSiS
2,15_9_G,2915.5,65.438,0.728,1.631,7.403,3.2310000000000003,1,0.41200000000000003,CSiS
2,15_9_G,2916.0,65.875,0.7190000000000001,1.158,7.386,3.3560000000000003,1,0.382,CSiS
2,15_9_G,2916.5,67.25,0.693,0.9159999999999999,7.483,3.398,1,0.353,CSiS
2,15_9_G,2917.0,67.875,0.662,0.58,8.404,3.3480000000000003,1,0.324,CSiS
2,15_9_G,2917.5,75.0,0.623,0.8959999999999999,8.381,3.3480000000000003,1,0.294,CSiS
2,15_9_G,2918.0,80.938,0.578,1.247,9.3,3.457,1,0.265,CSiS
2,15_9_G,2918.5,86.75,0.55,2.513,11.255999999999998,3.2230000000000003,1,0.235,CSiS
2,15_9_G,2919.0,92.125,0.528,1.859,15.28,2.8789999999999996,1,0.20600000000000002,CSiS
2,15_9_G,2919.5,95.0,0.504,2.565,16.331,2.7319999999999998,1,0.17600000000000002,CSiS
2,15_9_G,2920.0,98.625,0.498,2.98,17.43,3.008,1,0.147,CSiS
2,15_9_G,2920.5,97.5,0.518,6.042000000000001,19.691,3.213,1,0.11800000000000001,CSiS
3,15_9_G,2921.0,92.81299999999999,0.528,5.912999999999999,24.701999999999998,2.9589999999999996,1,0.08800000000000001,FSiS
3,15_9_G,2921.5,72.375,0.551,5.425,24.214000000000002,2.805,1,0.059000000000000004,FSiS
8,15_9_G,2922.0,48.281000000000006,0.596,3.01,19.402,2.906,1,0.028999999999999998,PS
8,15_9_G,2922.5,27.25,0.631,2.861,13.545,3.5610000000000004,2,1.0,PS
8,15_9_G,2923.0,19.875,0.675,2.844,9.412,3.807,2,0.95,PS
8,15_9_G,2923.5,16.906,0.7659999999999999,2.21,7.409,3.805,2,0.9,PS
8,15_9_G,2924.0,18.391,0.845,1.4369999999999998,6.18,4.093999999999999,2,0.85,PS
6,15_9_G,2924.5,21.719,0.905,1.495,5.0969999999999995,4.418,2,0.8,WS
6,15_9_G,2925.0,25.75,0.961,1.218,4.592,4.758,2,0.75,WS
8,15_9_G,2925.5,26.438000000000002,0.992,1.619,4.192,5.156000000000001,2,0.7,PS
8,15_9_G,2926.0,28.031,0.971,1.547,4.459,5.051,2,0.65,PS
8,15_9_G,2926.5,28.875,0.9440000000000001,0.892,4.723,5.047,2,0.6,PS
8,15_9_G,2927.0,33.031,0.9279999999999999,0.322,5.977,4.406000000000001,2,0.55,PS
8,15_9_G,2927.5,34.469,0.919,1.558,6.645,3.904,2,0.5,PS
5,15_9_G,2928.0,36.875,0.92,2.585,6.643,3.609,2,0.45,MS
5,15_9_G,2928.5,38.688,0.9329999999999999,1.9680000000000002,6.138,3.785,2,0.4,MS
5,15_9_G,2929.0,42.625,0.941,0.845,5.013999999999999,4.312,2,0.35,MS
5,15_9_G,2929.5,42.031000000000006,0.938,0.33899999999999997,3.713,4.598,2,0.3,MS
6,15_9_G,2930.0,37.5,0.929,0.3,2.873,4.875,2,0.25,WS
6,15_9_G,2930.5,33.281,0.919,0.546,2.7739999999999996,4.141,2,0.2,WS
8,15_9_G,2931.0,38.594,0.893,0.7,3.841,3.826,2,0.15,PS
8,15_9_G,2931.5,52.688,0.847,0.82,4.99,3.2910000000000004,2,0.1,PS
2,15_9_G,2932.0,63.938,0.782,1.615,6.93,3.3930000000000002,2,0.05,CSiS
2,15_9_G,2932.5,74.0,0.721,3.299,9.299,3.18,1,1.0,CSiS
2,15_9_G,2933.0,79.813,0.6759999999999999,4.893,12.49,3.08,1,0.955,CSiS
2,15_9_G,2933.5,91.25,0.653,6.112,15.422,2.992,1,0.909,CSiS
2,15_9_G,2934.0,98.25,0.643,5.027,15.822000000000001,3.082,1,0.8640000000000001,CSiS
2,15_9_G,2934.5,98.625,0.623,3.7089999999999996,13.82,3.443,1,0.818,CSiS
2,15_9_G,2935.0,86.5,0.594,2.6860000000000004,10.4,3.6839999999999997,1,0.773,CSiS
2,15_9_G,2935.5,77.313,0.5670000000000001,2.9589999999999996,8.613999999999999,3.77,1,0.727,CSiS
3,15_9_G,2936.0,71.938,0.546,4.279,8.905,3.7539999999999996,1,0.682,FSiS
3,15_9_G,2936.5,75.75,0.535,5.234,12.491,3.5980000000000003,1,0.636,FSiS
3,15_9_G,2937.0,83.56299999999999,0.535,6.867000000000001,17.206,3.342,1,0.591,FSiS
3,15_9_G,2937.5,93.81299999999999,0.539,7.596,20.333,3.08,1,0.545,FSiS
3,15_9_G,2938.0,99.5,0.5379999999999999,7.6129999999999995,18.754,3.023,1,0.5,FSiS
3,15_9_G,2938.5,90.81299999999999,0.532,5.035,16.059,3.1,1,0.455,FSiS
3,15_9_G,2939.0,79.813,0.534,4.1160000000000005,13.315,3.3089999999999997,1,0.409,FSiS
2,15_9_G,2939.5,73.313,0.535,3.4989999999999997,12.809000000000001,3.3160000000000003,1,0.364,CSiS
1,15_9_G,2940.0,67.625,0.547,3.858,10.888,3.4939999999999998,1,0.318,SS
1,15_9_G,2940.5,68.063,0.5760000000000001,3.0460000000000003,9.502,3.5269999999999997,1,0.273,SS
1,15_9_G,2941.0,67.625,0.597,2.454,8.337,3.574,1,0.22699999999999998,SS
1,15_9_G,2941.5,73.688,0.597,3.569,9.908,3.2089999999999996,1,0.182,SS
3,15_9_G,2942.0,79.5,0.625,2.096,20.658,2.682,1,0.136,FSiS
3,15_9_G,2942.5,82.5,0.6579999999999999,-0.258,26.186,2.498,1,0.091,FSiS
3,15_9_G,2943.0,78.75,0.66,-3.639,26.344,2.648,1,0.045,FSiS
3,15_9_G,2943.5,60.25,0.6509999999999999,-5.053999999999999,17.847,4.438,2,1.0,FSiS
8,15_9_G,2944.0,37.125,0.64,-1.2329999999999999,11.731,5.324,2,0.958,PS
8,15_9_G,2944.5,20.75,0.624,2.222,9.936,5.52,2,0.917,PS
8,15_9_G,2945.0,14.414000000000001,0.657,1.528,11.411,5.152,2,0.875,PS
8,15_9_G,2945.5,14.117,0.721,-0.348,12.505999999999998,5.023,2,0.833,PS
8,15_9_G,2946.0,15.937999999999999,0.76,-0.907,10.917,4.644,2,0.792,PS
8,15_9_G,2946.5,16.797,0.779,-0.693,9.19,5.152,2,0.75,PS
8,15_9_G,2947.0,18.25,0.795,0.198,7.566,4.918,2,0.708,PS
8,15_9_G,2947.5,18.813,0.799,0.198,7.566,4.918,2,0.667,PS
8,15_9_G,2948.0,22.641,0.802,1.626,6.48,4.731,2,0.625,PS
8,15_9_G,2948.5,28.969,0.8079999999999999,3.5410000000000004,5.541,4.059,2,0.583,PS
8,15_9_G,2949.0,30.5,0.813,4.486000000000001,4.888999999999999,4.16,2,0.542,PS
8,15_9_G,2949.5,28.75,0.816,3.8680000000000003,5.067,4.394,2,0.5,PS
8,15_9_G,2950.0,23.406,0.8220000000000001,2.603,6.087999999999999,4.926,2,0.45799999999999996,PS
8,15_9_G,2950.5,20.359,0.828,1.714,6.685,5.144,2,0.41700000000000004,PS
8,15_9_G,2951.0,16.828,0.84,1.235,6.0889999999999995,5.406000000000001,2,0.375,PS
8,15_9_G,2951.5,19.484,0.8540000000000001,1.365,4.739,5.324,2,0.33299999999999996,PS
6,15_9_G,2952.0,23.141,0.873,1.311,3.767,5.41,2,0.292,WS
6,15_9_G,2952.5,26.719,0.898,-0.026000000000000002,4.372,4.977,2,0.25,WS
6,15_9_G,2953.0,26.688000000000002,0.907,-0.705,4.611000000000001,5.129,2,0.20800000000000002,WS
6,15_9_G,2953.5,25.75,0.882,-0.48200000000000004,4.144,5.184,2,0.16699999999999998,WS
8,15_9_G,2954.0,32.906,0.8390000000000001,0.03,3.6319999999999997,5.223,2,0.125,PS
3,15_9_G,2954.5,55.468999999999994,0.795,1.023,4.397,4.762,2,0.083,FSiS
3,15_9_G,2955.0,81.375,0.741,2.505,6.675,4.004,2,0.042,FSiS
2,15_9_G,2955.5,98.56299999999999,0.688,4.586,10.013,3.7110000000000003,1,1.0,CSiS
2,15_9_G,2956.0,102.375,0.643,5.74,12.424000000000001,3.5269999999999997,1,0.9620000000000001,CSiS
2,15_9_G,2956.5,102.18799999999999,0.601,6.5520000000000005,13.809000000000001,3.486,1,0.9229999999999999,CSiS
2,15_9_G,2957.0,101.25,0.5770000000000001,5.038,13.663,2.9589999999999996,1,0.885,CSiS
2,15_9_G,2957.5,102.875,0.5720000000000001,3.5789999999999997,13.462,2.713,1,0.846,CSiS
2,15_9_G,2958.0,103.25,0.5720000000000001,2.9589999999999996,13.642999999999999,2.947,1,0.8079999999999999,CSiS
2,15_9_G,2958.5,100.68799999999999,0.5770000000000001,2.847,12.73,3.074,1,0.769,CSiS
2,15_9_G,2959.0,95.06299999999999,0.59,2.977,12.404000000000002,3.424,1,0.731,CSiS
2,15_9_G,2959.5,89.0,0.607,3.2230000000000003,11.620999999999999,3.3689999999999998,1,0.6920000000000001,CSiS
2,15_9_G,2960.0,89.125,0.624,2.792,11.417,3.596,1,0.654,CSiS
2,15_9_G,2960.5,83.06299999999999,0.642,2.1,10.498,3.648,1,0.615,CSiS
2,15_9_G,2961.0,76.563,0.652,1.7830000000000001,10.18,3.51,1,0.5770000000000001,CSiS
2,15_9_G,2961.5,73.25,0.654,1.8559999999999999,10.254000000000001,3.242,1,0.5379999999999999,CSiS
2,15_9_G,2962.0,79.438,0.655,2.8489999999999998,11.017999999999999,3.176,1,0.5,CSiS
2,15_9_G,2962.5,89.0,0.653,3.64,11.692,3.17,1,0.462,CSiS
2,15_9_G,2963.0,85.5,0.6409999999999999,3.638,12.036,3.1310000000000002,1,0.423,CSiS
2,15_9_G,2963.5,80.5,0.616,3.1919999999999997,11.700999999999999,3.123,1,0.385,CSiS
2,15_9_G,2964.0,73.375,0.584,3.028,11.425,3.065,1,0.34600000000000003,CSiS
2,15_9_G,2964.5,74.75,0.546,3.842,11.783,2.984,1,0.308,CSiS
2,15_9_G,2965.0,69.063,0.513,4.388,12.897,2.895,1,0.26899999999999996,CSiS
2,15_9_G,2965.5,68.375,0.489,5.143,13.997,2.889,1,0.231,CSiS
2,15_9_G,2966.0,68.313,0.473,4.295,14.405999999999999,3.09,1,0.192,CSiS
2,15_9_G,2966.5,76.813,0.462,5.523,17.230999999999998,3.201,1,0.154,CSiS
2,15_9_G,2967.0,89.875,0.467,6.978,20.171,3.08,1,0.115,CSiS
3,15_9_G,2967.5,92.75,0.47100000000000003,8.101,20.61,3.1430000000000002,1,0.077,FSiS
3,15_9_G,2968.0,84.875,0.467,5.888,17.256,3.512,1,0.038,FSiS
5,15_9_G,2968.5,58.375,0.462,3.841,13.151,4.285,2,1.0,MS
5,15_9_G,2969.0,37.969,0.467,3.483,12.337,4.543,2,0.917,MS
8,15_9_G,2969.5,21.266,0.48,3.2060000000000004,13.2,4.551,2,0.833,PS
8,15_9_G,2970.0,17.641,0.513,1.9409999999999998,14.220999999999998,4.718999999999999,2,0.75,PS
8,15_9_G,2970.5,15.585999999999999,0.5479999999999999,1.2570000000000001,13.538,4.656000000000001,2,0.667,PS
8,15_9_G,2971.0,15.0,0.574,1.3159999999999998,12.112,4.336,2,0.583,PS
8,15_9_G,2971.5,13.617,0.596,1.367,11.133,4.441,2,0.5,PS
8,15_9_G,2972.0,16.25,0.624,0.521,9.831,4.547,2,0.41700000000000004,PS
8,15_9_G,2972.5,18.781,0.626,-0.205,8.994,4.711,2,0.33299999999999996,PS
8,15_9_G,2973.0,23.219,0.602,-0.073,7.641,4.582,2,0.25,PS
8,15_9_G,2973.5,28.328000000000003,0.565,2.51,8.281,3.9360000000000004,2,0.16699999999999998,PS
8,15_9_G,2974.0,45.063,0.5329999999999999,4.381,11.293,3.3280000000000003,2,0.083,PS
2,15_9_G,2974.5,65.125,0.523,5.516,14.943,2.8089999999999997,1,1.0,CSiS
2,15_9_G,2975.0,83.93799999999999,0.526,3.957,16.355,2.7089999999999996,1,0.958,CSiS
2,15_9_G,2975.5,82.56299999999999,0.515,2.8539999999999996,14.334000000000001,2.9360000000000004,1,0.917,CSiS
2,15_9_G,2976.0,75.5,0.493,1.4969999999999999,11.491,3.275,1,0.875,CSiS
2,15_9_G,2976.5,66.0,0.473,1.604,9.773,3.52,1,0.833,CSiS
2,15_9_G,2977.0,67.313,0.473,1.75,9.236,3.4,1,0.792,CSiS
2,15_9_G,2977.5,71.5,0.507,1.75,9.236,3.4,1,0.75,CSiS
2,15_9_G,2978.0,81.25,0.564,2.9960000000000004,10.481,3.3160000000000003,1,0.708,CSiS
2,15_9_G,2978.5,90.375,0.614,4.566,11.595999999999998,3.147,1,0.667,CSiS
2,15_9_G,2979.0,92.81299999999999,0.6459999999999999,5.412999999999999,12.898,3.1839999999999997,1,0.625,CSiS
2,15_9_G,2979.5,87.125,0.66,4.698,12.294,3.109,1,0.583,CSiS
2,15_9_G,2980.0,77.563,0.6579999999999999,2.9139999999999997,10.856,3.238,1,0.542,CSiS
2,15_9_G,2980.5,73.375,0.655,1.93,8.959,3.3360000000000003,1,0.5,CSiS
2,15_9_G,2981.0,73.438,0.6629999999999999,1.2409999999999999,8.036,3.3710000000000004,1,0.45799999999999996,CSiS
2,15_9_G,2981.5,75.25,0.664,1.355,7.922000000000001,3.2889999999999997,1,0.41700000000000004,CSiS
2,15_9_G,2982.0,76.938,0.6509999999999999,1.6219999999999999,8.533999999999999,3.127,1,0.375,CSiS
2,15_9_G,2982.5,80.188,0.611,1.913,9.171,3.1060000000000003,1,0.33299999999999996,CSiS
2,15_9_G,2983.0,88.5,0.564,1.97,9.456,3.275,1,0.292,CSiS
2,15_9_G,2983.5,98.5,0.526,1.98,10.032,3.2769999999999997,1,0.25,CSiS
2,15_9_G,2984.0,107.125,0.519,4.313,13.167,3.26,1,0.20800000000000002,CSiS
2,15_9_G,2984.5,108.75,0.535,6.545,20.311,2.822,1,0.16699999999999998,CSiS
3,15_9_G,2985.0,94.56299999999999,0.5489999999999999,9.423,25.587,2.8160000000000003,1,0.125,FSiS
5,15_9_G,2985.5,66.813,0.5670000000000001,6.296,23.489,3.065,1,0.083,MS
8,15_9_G,2986.0,38.781,0.588,1.993,17.245,4.199,1,0.042,PS
8,15_9_G,2986.5,21.016,0.611,-0.483,11.225,5.2379999999999995,2,1.0,PS
8,15_9_G,2987.0,17.484,0.665,0.898,6.67,5.551,2,0.9,PS
8,15_9_G,2987.5,16.234,0.753,-0.429,6.483,5.336,2,0.8,PS
8,15_9_G,2988.0,16.672,0.8320000000000001,-0.616,6.524,5.586,2,0.7,PS
